disease_id,disease_name,gene_id,gene_symbol,gene_name,association_score
EFO_0000685,rheumatoid arthritis,ENSG00000105397,TYK2,tyrosine kinase 2,0.7517870740478155
EFO_0000685,rheumatoid arthritis,ENSG00000113302,IL12B,interleukin 12B,0.7327522713447271
EFO_0000685,rheumatoid arthritis,ENSG00000160712,IL6R,interleukin 6 receptor,0.732460258806829
EFO_0000685,rheumatoid arthritis,ENSG00000232810,TNF,tumor necrosis factor,0.7166256679552229
EFO_0000685,rheumatoid arthritis,ENSG00000056972,TRAF3IP2,TRAF3 interacting protein 2,0.7138603345449056
EFO_0000685,rheumatoid arthritis,ENSG00000240972,MIF,macrophage migration inhibitory factor,0.6976727531688605
EFO_0000685,rheumatoid arthritis,ENSG00000096968,JAK2,Janus kinase 2,0.6934326771029184
EFO_0000685,rheumatoid arthritis,ENSG00000162434,JAK1,Janus kinase 1,0.6903808968126417
EFO_0000685,rheumatoid arthritis,ENSG00000159339,PADI4,peptidyl arginine deiminase 4,0.6892861448435421
EFO_0000685,rheumatoid arthritis,ENSG00000134242,PTPN22,protein tyrosine phosphatase non-receptor type 22,0.6798611028661302
EFO_0000685,rheumatoid arthritis,ENSG00000128604,IRF5,interferon regulatory factor 5,0.6358812440641249
EFO_0000685,rheumatoid arthritis,ENSG00000073756,PTGS2,prostaglandin-endoperoxide synthase 2,0.6336887634143262
EFO_0000685,rheumatoid arthritis,ENSG00000110944,IL23A,interleukin 23 subunit alpha,0.6300030146144067
EFO_0000685,rheumatoid arthritis,ENSG00000112115,IL17A,interleukin 17A,0.6280826302236754
EFO_0000685,rheumatoid arthritis,ENSG00000113580,NR3C1,nuclear receptor subfamily 3 group C member 1,0.6264814767537767
EFO_0000685,rheumatoid arthritis,ENSG00000156738,MS4A1,membrane spanning 4-domains A1,0.6250888195859142
EFO_0000685,rheumatoid arthritis,ENSG00000196664,TLR7,toll like receptor 7,0.6245484325350175
EFO_0000685,rheumatoid arthritis,ENSG00000160856,FCRL3,Fc receptor like 3,0.6218361059371833
EFO_0000685,rheumatoid arthritis,ENSG00000239732,TLR9,toll like receptor 9,0.6213991990562341
EFO_0000685,rheumatoid arthritis,ENSG00000121594,CD80,CD80 molecule,0.6191239482171799
EFO_0000685,rheumatoid arthritis,ENSG00000105639,JAK3,Janus kinase 3,0.618253481113395
EFO_0000685,rheumatoid arthritis,ENSG00000114013,CD86,CD86 molecule,0.6161573463641837
EFO_0000685,rheumatoid arthritis,ENSG00000138378,STAT4,signal transducer and activator of transcription 4,0.6161202016568202
EFO_0000685,rheumatoid arthritis,ENSG00000228716,DHFR,dihydrofolate reductase,0.6158311309876353
EFO_0000685,rheumatoid arthritis,ENSG00000095303,PTGS1,prostaglandin-endoperoxide synthase 1,0.6148225967431268
EFO_0000685,rheumatoid arthritis,ENSG00000102967,DHODH,dihydroorotate dehydrogenase (quinone),0.6042376874912411
EFO_0000685,rheumatoid arthritis,ENSG00000065989,PDE4A,phosphodiesterase 4A,0.6029676362900136
EFO_0000685,rheumatoid arthritis,ENSG00000012779,ALOX5,arachidonate 5-lipoxygenase,0.5985788962488053
EFO_0000685,rheumatoid arthritis,ENSG00000101017,CD40,CD40 molecule,0.5962519902089006
EFO_0000685,rheumatoid arthritis,ENSG00000168811,IL12A,interleukin 12A,0.5957720807663239
EFO_0000685,rheumatoid arthritis,ENSG00000128059,PPAT,phosphoribosyl pyrophosphate amidotransferase,0.5883364964594279
EFO_0000685,rheumatoid arthritis,ENSG00000184588,PDE4B,phosphodiesterase 4B,0.5858600262623511
EFO_0000685,rheumatoid arthritis,ENSG00000113448,PDE4D,phosphodiesterase 4D,0.5847102521114367
EFO_0000685,rheumatoid arthritis,ENSG00000115594,IL1R1,interleukin 1 receptor type 1,0.5844594049872879
EFO_0000685,rheumatoid arthritis,ENSG00000105650,PDE4C,phosphodiesterase 4C,0.5812916384556032
EFO_0000685,rheumatoid arthritis,ENSG00000105675,ATP4A,ATPase H+/K+ transporting subunit alpha,0.5712728628396865
EFO_0000685,rheumatoid arthritis,ENSG00000186009,ATP4B,ATPase H+/K+ transporting subunit beta,0.5659659144872785
EFO_0000685,rheumatoid arthritis,ENSG00000134460,IL2RA,interleukin 2 receptor subunit alpha,0.5649666163240571
EFO_0000685,rheumatoid arthritis,ENSG00000160185,UBASH3A,ubiquitin associated and SH3 domain containing A,0.562137546096471
EFO_0000685,rheumatoid arthritis,ENSG00000163599,CTLA4,cytotoxic T-lymphocyte associated protein 4,0.5611647414297727
EFO_0000685,rheumatoid arthritis,ENSG00000118503,TNFAIP3,TNF alpha induced protein 3,0.5558650762688293
EFO_0000685,rheumatoid arthritis,ENSG00000162594,IL23R,interleukin 23 receptor,0.5529640257006492
EFO_0000685,rheumatoid arthritis,ENSG00000146232,NFKBIE,NFKB inhibitor epsilon,0.5511897913666702
EFO_0000685,rheumatoid arthritis,ENSG00000177663,IL17RA,interleukin 17 receptor A,0.5509270779694464
EFO_0000685,rheumatoid arthritis,ENSG00000172575,RASGRP1,RAS guanyl releasing protein 1,0.5479349883045191
EFO_0000685,rheumatoid arthritis,ENSG00000111252,SH2B3,SH2B adaptor protein 3,0.5477362107320141
EFO_0000685,rheumatoid arthritis,ENSG00000136573,BLK,"BLK proto-oncogene, Src family tyrosine kinase",0.545702674166517
EFO_0000685,rheumatoid arthritis,ENSG00000112486,CCR6,C-C motif chemokine receptor 6,0.5372407703946744
EFO_0000685,rheumatoid arthritis,ENSG00000164307,ERAP1,endoplasmic reticulum aminopeptidase 1,0.5357434047504386
EFO_0000685,rheumatoid arthritis,ENSG00000107485,GATA3,GATA binding protein 3,0.5351869404892992
EFO_0000685,rheumatoid arthritis,ENSG00000137077,CCL21,C-C motif chemokine ligand 21,0.5347851319125727
EFO_0000685,rheumatoid arthritis,ENSG00000213626,LBH,LBH regulator of Wnt signaling pathway,0.5341764346000591
EFO_0000685,rheumatoid arthritis,ENSG00000136634,IL10,interleukin 10,0.5310891758062284
EFO_0000685,rheumatoid arthritis,ENSG00000139531,SUOX,sulfite oxidase,0.5263829391320443
EFO_0000685,rheumatoid arthritis,ENSG00000159128,IFNGR2,interferon gamma receptor 2,0.5253016483201024
EFO_0000685,rheumatoid arthritis,ENSG00000050628,PTGER3,prostaglandin E receptor 3,0.5242298873734277
EFO_0000685,rheumatoid arthritis,ENSG00000175354,PTPN2,protein tyrosine phosphatase non-receptor type 2,0.5227746452171602
EFO_0000685,rheumatoid arthritis,ENSG00000159216,RUNX1,RUNX family transcription factor 1,0.5222894891710923
EFO_0000685,rheumatoid arthritis,ENSG00000112149,CD83,CD83 molecule,0.5217322583563333
EFO_0000685,rheumatoid arthritis,ENSG00000056558,TRAF1,TNF receptor associated factor 1,0.5172455644562155
EFO_0000685,rheumatoid arthritis,ENSG00000136244,IL6,interleukin 6,0.5150147295558882
EFO_0000685,rheumatoid arthritis,ENSG00000144218,AFF3,ALF transcription elongation factor 3,0.5122414548071849
EFO_0000685,rheumatoid arthritis,ENSG00000164691,TAGAP,T cell activation RhoGTPase activating protein,0.5119704135159183
EFO_0000685,rheumatoid arthritis,ENSG00000112182,BACH2,BACH transcriptional regulator 2,0.5107228020975911
EFO_0000685,rheumatoid arthritis,ENSG00000145901,TNIP1,TNFAIP3 interacting protein 1,0.5096305295831335
EFO_0000685,rheumatoid arthritis,ENSG00000181751,MACIR,macrophage immunometabolism regulator,0.5096300673330755
EFO_0000685,rheumatoid arthritis,ENSG00000162924,REL,"REL proto-oncogene, NF-kB subunit",0.5066385059124601
EFO_0000685,rheumatoid arthritis,ENSG00000163508,EOMES,eomesodermin,0.5035918461237012
EFO_0000685,rheumatoid arthritis,ENSG00000150347,ARID5B,AT-rich interaction domain 5B,0.5027069919896892
EFO_0000685,rheumatoid arthritis,ENSG00000117115,PADI2,peptidyl arginine deiminase 2,0.5009948961582128
EFO_0000685,rheumatoid arthritis,ENSG00000137265,IRF4,interferon regulatory factor 4,0.4971338932332336
EFO_0000685,rheumatoid arthritis,ENSG00000164512,ANKRD55,ankyrin repeat domain 55,0.49629901064264814
EFO_0000685,rheumatoid arthritis,ENSG00000010030,ETV7,ETS variant transcription factor 7,0.4899060706331081
EFO_0000685,rheumatoid arthritis,ENSG00000143226,FCGR2A,Fc gamma receptor IIa,0.4895201715494628
EFO_0000685,rheumatoid arthritis,ENSG00000116824,CD2,CD2 molecule,0.48906137405923755
EFO_0000685,rheumatoid arthritis,ENSG00000081985,IL12RB2,interleukin 12 receptor subunit beta 2,0.4878014776900964
EFO_0000685,rheumatoid arthritis,ENSG00000182010,RTKN2,rhotekin 2,0.4858969430931468
EFO_0000685,rheumatoid arthritis,ENSG00000153094,BCL2L11,BCL2 like 11,0.4838390787037745
EFO_0000685,rheumatoid arthritis,ENSG00000100321,SYNGR1,synaptogyrin 1,0.48288603584609047
EFO_0000685,rheumatoid arthritis,ENSG00000198369,SPRED2,sprouty related EVH1 domain containing 2,0.4796783603464134
EFO_0000685,rheumatoid arthritis,ENSG00000116793,PHTF1,putative homeodomain transcription factor 1,0.47942145844420475
EFO_0000685,rheumatoid arthritis,ENSG00000096395,MLN,motilin,0.47638376412985955
EFO_0000685,rheumatoid arthritis,ENSG00000117586,TNFSF4,TNF superfamily member 4,0.4761265610933118
EFO_0000685,rheumatoid arthritis,ENSG00000150637,CD226,CD226 molecule,0.47580424460955156
EFO_0000685,rheumatoid arthritis,ENSG00000154822,PLCL2,phospholipase C like 2,0.47543726636194134
EFO_0000685,rheumatoid arthritis,ENSG00000160224,AIRE,autoimmune regulator,0.47484518109892593
EFO_0000685,rheumatoid arthritis,ENSG00000134954,ETS1,"ETS proto-oncogene 1, transcription factor",0.47049929022058495
EFO_0000685,rheumatoid arthritis,ENSG00000109684,CLNK,cytokine dependent hematopoietic cell linker,0.4686628824192124
EFO_0000685,rheumatoid arthritis,ENSG00000007171,NOS2,nitric oxide synthase 2,0.46316450237611617
EFO_0000685,rheumatoid arthritis,ENSG00000113749,HRH2,histamine receptor H2,0.46284743745721607
EFO_0000685,rheumatoid arthritis,ENSG00000067182,TNFRSF1A,TNF receptor superfamily member 1A,0.4539066254245617
EFO_0000685,rheumatoid arthritis,ENSG00000122025,FLT3,fms related receptor tyrosine kinase 3,0.45226827669760855
EFO_0000685,rheumatoid arthritis,ENSG00000128815,WDFY4,WDFY family member 4,0.4522558157599866
EFO_0000685,rheumatoid arthritis,ENSG00000159110,IFNAR2,interferon alpha and beta receptor subunit 2,0.4504810295295941
EFO_0000685,rheumatoid arthritis,ENSG00000183621,ZNF438,zinc finger protein 438,0.45045223398871526
EFO_0000685,rheumatoid arthritis,ENSG00000119919,NKX2-3,NK2 homeobox 3,0.4502420633330779
EFO_0000685,rheumatoid arthritis,ENSG00000115267,IFIH1,interferon induced with helicase C domain 1,0.44905455076459966
EFO_0000685,rheumatoid arthritis,ENSG00000116701,NCF2,neutrophil cytosolic factor 2,0.44688856088993417
EFO_0000685,rheumatoid arthritis,ENSG00000169194,IL13,interleukin 13,0.4465196347718121
EFO_0000685,rheumatoid arthritis,ENSG00000020633,RUNX3,RUNX family transcription factor 3,0.4450492862675962
EFO_0000384,Crohn's disease,ENSG00000167207,NOD2,nucleotide binding oligomerization domain containing 2,0.7919492792537685
EFO_0000384,Crohn's disease,ENSG00000113302,IL12B,interleukin 12B,0.7365088818648415
EFO_0000384,Crohn's disease,ENSG00000115232,ITGA4,integrin subunit alpha 4,0.7134551179424343
EFO_0000384,Crohn's disease,ENSG00000136634,IL10,interleukin 10,0.6410390331158248
EFO_0000384,Crohn's disease,ENSG00000232810,TNF,tumor necrosis factor,0.6281275314545243
EFO_0000384,Crohn's disease,ENSG00000110944,IL23A,interleukin 23 subunit alpha,0.6194479309193135
EFO_0000384,Crohn's disease,ENSG00000113580,NR3C1,nuclear receptor subfamily 3 group C member 1,0.609647384048717
EFO_0000384,Crohn's disease,ENSG00000139626,ITGB7,integrin subunit beta 7,0.6096393992006773
EFO_0000384,Crohn's disease,ENSG00000168811,IL12A,interleukin 12A,0.5993736836799385
EFO_0000384,Crohn's disease,ENSG00000128059,PPAT,phosphoribosyl pyrophosphate amidotransferase,0.5783258766328798
EFO_0000384,Crohn's disease,ENSG00000162594,IL23R,interleukin 23 receptor,0.5721797981155075
EFO_0000384,Crohn's disease,ENSG00000096968,JAK2,Janus kinase 2,0.5708750232979785
EFO_0000384,Crohn's disease,ENSG00000150093,ITGB1,integrin subunit beta 1,0.5591373601997298
EFO_0000384,Crohn's disease,ENSG00000105397,TYK2,tyrosine kinase 2,0.5574716870799337
EFO_0000384,Crohn's disease,ENSG00000178623,GPR35,G protein-coupled receptor 35,0.550701846833033
EFO_0000384,Crohn's disease,ENSG00000179630,LACC1,laccase domain containing 1,0.5430405281584292
EFO_0000384,Crohn's disease,ENSG00000181634,TNFSF15,TNF superfamily member 15,0.5392401806246548
EFO_0000384,Crohn's disease,ENSG00000134242,PTPN22,protein tyrosine phosphatase non-receptor type 22,0.5223601075097348
EFO_0000384,Crohn's disease,ENSG00000159128,IFNGR2,interferon gamma receptor 2,0.5190456540368779
EFO_0000384,Crohn's disease,ENSG00000168610,STAT3,signal transducer and activator of transcription 3,0.5147155014951923
